,file_name,case_name,docket_number,Argued,Decided,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,advocate_ID_0,advocate_0,advocate_description_0,advocate_ID_1,advocate_1,advocate_description_1,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,advocate_ID_2,advocate_2,advocate_description_2,Granted,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,Reargued,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,advocate_ID_3,advocate_3,advocate_description_3,advocate_ID_4,advocate_4,advocate_description_4,charles_e_whittaker,advocate_ID_5,advocate_5,advocate_description_5,advocate_ID_6,advocate_6,advocate_description_6,advocate_ID_7,advocate_7,advocate_description_7,advocate_ID_8,advocate_8,advocate_description_8,advocate_ID_9,advocate_9,advocate_description_9,elena_kagan,neil_gorsuch,brett_m_kavanaugh,advocate_ID_10,advocate_10,advocate_description_10,Restored to the calendar and set for reargument,"Revoked order of June 23, 1975",advocate_ID_11,advocate_11,advocate_description_11,advocate_ID_12,advocate_12,advocate_description_12,advocate_ID_13,advocate_13,advocate_description_13,advocate_ID_14,advocate_14,advocate_description_14,advocate_ID_15,advocate_15,advocate_description_15,Question certified to the Supreme Court of Florida,Question certified,Juris Postponed
0,1980.80-328,New York v. Belton,80-328,357195600.0,362811600.0,New York,Petitioner,Roger Belton,Respondent,New York,majority opinion,6.0,3.0,,,,majority,minority,minority,,,,minority,majority,majority,majority,majority,,,37769.0,paul_j_cambria_jr,on behalf of the Respondent,31002.0,james_r_harvey,on behalf of the Petitioner,,,,,,15933.0,andrew_l_frey,on behalf of the United States as amicus curiae,348732000.0,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2002.02-1097,Ford Motor Company v. Romo,02-1097,,1053320400.0,Ford Motor Company,Petitioner,Ramon Romo,Respondent,Ford Motor Company,per curiam,0.0,0.0,,,,,,,,,,,,,none,none,none,none,,,,,,,none,none,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2005.04-1203,United States v. Georgia,04-1203,1131516000.0,1136872800.0,United States,Petitioner,Georgia et al.,Respondent,United States,majority opinion,9.0,0.0,,,,,,,,,,,,,,majority,majority,majority,37772.0,paul_d_clement,argued the cause for Petitioner in No. 04-1203,25131.0,gregory_a_castanias,argued the cause for Respondents,majority,majority,majority,majority,majority,25056.0,gregory_andrew_castanias,argued the cause for Respondents,1116219600.0,majority,,,,,,,,,,41035.0,samuel_r_bagenstos,argued the cause for Petitioner in No. 04-1236,26148.0,gene_c_schaerr,argued the cause for Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-1213,"Employment Division, Department of Human Resources of Oregon v. Smith",88-1213,626335200.0,640328400.0,"Employment Division, Department of Human Resources of Oregon",Petitioner,Alfred Smith et al.,Respondent,"Employment Division, Department of Human Resources of Oregon",majority opinion,6.0,3.0,,,,,minority,majority,,,,minority,minority,,majority,majority,majority,majority,18806.0,craig_j_dorsay,argued the cause for the respondents,20843.0,david_b_frohnmayer,for petitioners,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2012.11-982,Already LLC v. Nike,11-982,1352268000.0,1357711200.0,"Already, LLC",Petitioner,"Nike, Inc.",Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,majority,29961.0,james_w_dabney,for the petitioner,24910.0,ginger_d_anders,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioner",majority,,majority,majority,majority,42731.0,thomas_c_goldstein,for the respondents,1340600400.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.75-839,Whalen v. Roe,75-839,214030800.0,225439200.0,Whalen,Appellant,Roe,Appellee,Whalen,majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,27350.0,h_miles_jaffe,Argued the cause for appellees Patient et al,16011.0,a_seth_greenwald,Argued the cause for the appellant,,,,,,36247.0,michael_lesch,Argued the cause for appellees Roe et al,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.83-1330,United States v. Hensley,83-1330,468482400.0,474012000.0,United States,Petitioner,Hensley,Respondent,United States,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,33933.0,kathryn_a_oberly,on behalf of Petitioner,22188.0,edward_g_drennen_ii,on behalf of Respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1999.84_orig,United States v. Alaska,84 ORIG,,962254800.0,United States,Petitioner,Alaska,Respondent,Both,per curiam,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,,,,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.73-5744,Taylor v. Louisiana,73-5744,151131600.0,159516000.0,Billy J. Taylor,Appellant,State of Louisiana,Appellee,Taylor,majority opinion,8.0,1.0,,,majority,majority,majority,majority,,,,majority,majority,majority,minority,,,,45243.0,william_mcm_king,,34013.0,kendall_l_vick,for appellee,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2007.06-1463,Preston v. Ferrer,06-1463,1200290400.0,1203487200.0,Arnold M. Preston,Petitioner,Alex E. Ferrer,Respondent,Arnold M. Preston,majority opinion,8.0,1.0,,,,,,,,,,,,,,majority,,majority,25004.0,g_eric_brunstad_jr,on behalf of the Respondent,32845.0,joseph_d_schleimer,on behalf of the Petitioner,majority,majority,minority,majority,majority,,,,1190696400.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.84-1273,Regents of the University of Michigan v. Ewing,84-1273,497595600.0,503215200.0,Regents of the University of Michigan,Petitioner,Ewing,Respondent,Regents of the University of Michigan,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,35640.0,michael_m_conway,on behalf of the Respondent,39036.0,roderick_k_daane,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.94-455,Johnson v. Jones,94-455,798181200.0,802933200.0,Johnson,Petitioner,Jones,Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,19917.0,charles_a_rothfeld,Argued the cause for petitioners,22946.0,edward_g_proctor_jr,Argued the cause for respondent,majority,majority,majority,majority,majority,19848.0,cornelia_t_l_pillard,"Argued the cause for the United States as amicus curiae, supporting the petitioners",,,,,,,,,,,,19895.0,charles_rothfeld,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2013.12-9012,Robers v. United States,12-9012,1393308000.0,1399266000.0,Benjamin Robers,Petitioner,United States,Respondent,United States,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,majority,41442.0,sarah_e_harrington,"for respondent, Assistant to the Solicitor General, Department of Justice",30625.0,jeffrey_t_green,for petitioner,majority,,majority,majority,majority,,,,1382331600.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1990.89-1363,United States v. France,89-1363,654843600.0,664524000.0,United States,Petitioner,France,Respondent,,equally divided,0.0,0.0,,,,,,none,,,,none,none,,none,none,none,none,44079.0,william_c_bryson,on behalf of the Petitioner,36198.0,michael_r_levine,on behalf of the Respondent (appointed by the Court),none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1999.98-7809,"Martinez v. Court of Appeals of Cal., Fourth Appellate Dist.",98-7809,942127200.0,947656800.0,Martinez,Petitioner,"Court of Appeals of Cal., Fourth Appellate Dist.",Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,40034.0,ronald_d_maines,"By appointment of the Court, argued the cause and filed briefs for petitioner",39203.0,robert_foster,"San Diego, California, argued the cause for respondent",majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.90-6531,Hudson v. McMillian,90-6531,690012000.0,698997600.0,Hudson,Petitioner,McMillian,Respondent,Hudson,majority opinion,7.0,2.0,,,,,,majority,,,,,majority,,majority,majority,majority,minority,15610.0,alvin_j_bronstein,Argued the case for the petitioner,27597.0,harry_mccall_jr,Argued the case for respondents,majority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018.17-419,Dawson v. Steager,17-419,1543816800.0,1550642400.0,"James Dawson, et ux.",Petitioner,"Dale W. Steager, West Virginia State Tax Commissioner",Respondent,Dawson,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,35042.0,lawrence_d_rosenberg,for the petitioners,62974.0,michael_r_huston,"Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the petitioners",,,majority,majority,majority,63062.0,lindsay_s_see,for the respondent,1529902800.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,
0,1985.84-1529,Bowen v. American Hosp. Association,84-1529,506152800.0,518677200.0,Bowen,Petitioner,American Hosp. Association,Respondent,,plurality opinion,5.0,3.0,,,,,minority,minority,,,,majority,majority,majority,none,majority,minority,,39183.0,richard_a_epstein,"on behalf of Respondents American Hospital Association, et al",18687.0,charles_j_cooper,on behalf of Petitioner,,,,,,17741.0,ben_w_heineman_jr,"on behalf of Respondents American Medical Association, et al",,,,majority,,,,,,,,39145.0,richard_l_epstein,"on behalf of respondents american hospital association, et al.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.64,Swain v. Alabama,64,-159818400.0,-152042400.0,Swain,Petitioner,Alabama,Respondent,,majority opinion,6.0,3.0,majority,majority,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.93-1340,United States v. Mezzanatto,93-1340,783756000.0,790408800.0,United States,Petitioner,Mezzanatto,Respondent,United States,majority opinion,7.0,2.0,,,,,,,,,,,,,majority,minority,majority,majority,35754.0,miguel_a_estrada,on behalf of the Petitioner,36251.0,mark_r_lippman,on behalf of the Respondent,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1992.91-321,Itel Containers International Corporation v. Huddleston,91-321,719038800.0,730447200.0,Itel Containers International Corporation,Petitioner,Huddleston,Respondent,,majority opinion,8.0,1.0,,,,,,majority,,,,,minority,,majority,majority,majority,majority,37766.0,philip_w_collier,on behalf of the Petitioner,18503.0,charles_w_burson,on behalf of the Respondent,majority,majority,majority,,,22617.0,edwin_s_kneedler,"on behalf of the United States, as amicus curiae, supporting the Respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2007.06-6330,Kimbrough v. United States,06-6330,1191301200.0,1197266400.0,Derrick Kimbrough,Petitioner,United States,Respondent,Derrick Kimbrough,majority opinion,7.0,2.0,,,,,,,,,,,,,,majority,,majority,36400.0,michael_s_nachmanoff,on behalf of the Petitioner,35719.0,michael_r_dreeben,on behalf of the Respondent,majority,majority,minority,majority,majority,,,,1181538000.0,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2003.02-658,Alaska Dept. of Environmental Conserv. v. EPA,02-658,1065589200.0,1074664800.0,Alaska Department of Environmental Conservation,Petitioner,"Environmental Protection Agency, et al.",Respondent,,majority opinion,5.0,4.0,,,,,,,,,,,,,minority,majority,majority,minority,42821.0,thomas_g_hungar,argued the cause for Respondent,30316.0,jonathan_s_franklin,argued the cause for Petitioner,minority,majority,minority,majority,majority,20986.0,deputy_solicitor_general_hungar,argued the cause for respondents,1046066400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1999.98-1288,Village of Willowbrook v. Olechon,98-1288,947484000.0,951285600.0,Village of Willowbrook,Petitioner,Olechon,Respondent,,per curiam,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,30007.0,james_l_deano,Argued the cause for the petitioners,28554.0,irving_l_gornstein,"Department of Justice, argued the cause for the United States, as amicus curiae, by special leave of court",majority,majority,majority,majority,majority,33509.0,john_r_wimmer,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.90-1262,Arkansas v. Oklahoma,90-1262,692431200.0,699084000.0,Arkansas et al.,Petitioner,Oklahoma et al.,Respondent,Arkansas et al.,majority opinion,9.0,0.0,,,,,,majority,,,,,majority,,majority,majority,majority,majority,38641.0,robert_a_butkin,on behalf of the Respondent,23434.0,edward_w_warren,"on behalf of the Petitioners Arkansas, et al",majority,majority,majority,,,35240.0,lawrence_g_wallace,on behalf of the Petitioner EPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1956.371,Lasky v. Commissioner of Internal Revenue,371,-404589600.0,-404244000.0,Bessie Lasky and Jessie L. Lasky,Petitioner,Commissioner of Internal Revenue,Respondent,,per curiam,7.0,1.0,majority,majority,minority,,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2006.06-5247,Fry v. Pliler,06-5247,1174366800.0,1181538000.0,John Francis Fry,Petitioner,"Cheryl K. Pliler, Warden",Respondent,,majority opinion,5.0,4.0,,,,,,,,,,,,,,minority,,majority,43601.0,victor_s_haltom,on behalf of Petitioner,40033.0,ross_c_moody,,majority,minority,majority,minority,minority,38150.0,patricia_a_millett,,1165471200.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.75-811,Swain v. Pressley,75-811,222501600.0,227858400.0,Swain,Petitioner,Pressley,Respondent,Swain,majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,38778.0,robert_h_bork,for petitioner,35854.0,mark_w_foster,for respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2003.03-339,Sosa v. Alvarez-Machain,03-339,1080626400.0,1088485200.0,Jose Francisco Sosa,Petitioner,"Humberto Alvarez-Machain, et al.",Respondent,Jose Francisco Sosa,majority opinion,6.0,3.0,,,,,,,,,,,,,minority,majority,majority,minority,37772.0,paul_d_clement,argued the cause for Petitioner United States,19760.0,carter_g_phillips,argued the cause for Petitioner Sosa,majority,majority,minority,majority,majority,37956.0,paul_l_hoffman,argued the cause for Respondents,1070258400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.83-87,Board of Ed. of Paris Union School Dist. No. 95 v. Vail,83-87,446796000.0,451548000.0,Board of Ed. of Paris Union School Dist. No. 95,Petitioner,Vail,Respondent,,equally divided,0.0,0.0,,,,,none,none,,,,none,none,none,none,none,none,,43004.0,thomas_j_miller,on behalf of Petitioners,35367.0,marc_j_ansel,on behalf of Respondent,,,,,,43007.0,thomas_reed_miller,on behalf of petitioners,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-1665,United States v. Cartwright,71-1665,96012000.0,105598800.0,United States,Petitioner,Cartwright,Respondent,,majority opinion,6.0,3.0,,,majority,minority,majority,majority,,,,majority,majority,majority,minority,,,,39306.0,ralph_j_gregg,for respondent,22386.0,erwin_n_griswold,for petitioner,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1978.78-546,United States v. Helstoski,78-546,291362400.0,298530000.0,United States,Petitioner,Helstoski,Respondent,,majority opinion,7.0,1.0,,,,majority,minority,majority,,,,majority,majority,none,majority,majority,,,36744.0,morton_stavis,for petitioner,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1956.37,Baltimore & Ohio Railway Company v. Jackson,370,-402775200.0,-398804400.0,Baltimore & Ohio Railway Company,Petitioner,Jackson,Respondent,,majority opinion,5.0,4.0,minority,majority,majority,,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.84-28,"Brockett v. Spokane Arcades, Inc.",84-28,477727200.0,488005200.0,Brockett,Appellant,"Spokane Arcades, Inc.",Appellee,Brockett,majority opinion,6.0,2.0,,,,,minority,majority,,,,minority,majority,none,majority,majority,majority,,18978.0,christine_o_gregoire,on behalf of the Appellant,33573.0,john_h_weston,on behalf of the Appellees,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-5909,McKoy v. North Carolina,88-5909,623998800.0,636616800.0,McKoy,Petitioner,North Carolina,Respondent,McKoy,majority opinion,6.0,3.0,,,,,majority,majority,,,,majority,majority,,minority,majority,minority,minority,29337.0,joan_herre_byers,on behalf of the Respondent,35972.0,malcolm_ray_hunter_jr,on behalf of the Petitioner,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2013.12-1315,"Petrella v. MGM, Inc.",12-1315,1390284000.0,1400475600.0,Paula Petrella,Petitioner,"Metro-Goldwyn-Mayer, Inc., et al.",Respondent,Petrella ,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,majority,41097.0,stephanos_bibas,on behalf of the petitioner,37291.0,nicole_saharsky,,minority,,majority,majority,minority,36483.0,mark_a_perry,on behalf of the respondents,1380603600.0,minority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.74-8,O'Connor v. Donaldson,74-8,158997600.0,172990800.0,"J.B. O'Connor, M.D.",Petitioner,Kenneth Donaldson,Respondent,O'Connor,majority opinion,9.0,0.0,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,39412.0,raymond_w_gearey,"for petitioner, pro hac vice, by special leave of Court",17585.0,bruce_j_ennis,for respondent,,,,,,,,,151563600.0,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.89-624,"Maislin Industries, US, Inc. v. Primary Steel, Inc.",89-624,640242000.0,645944400.0,"Maislin Industries, US, Inc.",Petitioner,"Primary Steel, Inc.",Respondent,"Maislin Industries, US, Inc.",majority opinion,7.0,2.0,,,,,majority,majority,,,,majority,majority,,minority,minority,majority,majority,43047.0,thomas_w_merrill,on behalf of the Respondent,42353.0,thomas_m_auchincloss_jr,on behalf of the Petitioners,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1998.98-347,Clinton v. Goldsmith,98-347,922082400.0,926917200.0,Clinton,Petitioner,Goldsmith,Respondent,Clinton,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,30120.0,john_m_economidy,Argued the cause for the respondent,35719.0,michael_r_dreeben,Argued the cause for the petitioners,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2012.11-798,American Trucking Associations v. City of Los Angeles,11-798,1366088400.0,1371099600.0,"American Trucking Associations, Inc.",Petitioner,"The City of Los Angeles, the Harbor Department of the City of Los Angeles, and the Board of Harbor Commissioners of the City of Los Angeles",Respondent,"American Trucking Associations, Inc.",majority opinion,9.0,0.0,,,,,,,,,,,,,,,,majority,21104.0,daniel_n_lerman,for the petitioner,29118.0,john_f_bash,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioner",majority,,majority,majority,majority,41942.0,steven_s_rosenthal,for the respondents,1357884000.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.65,Veterans of Abraham Lincoln Brigade v. Subversive Activities Control Board,65,-159732000.0,-147812400.0,Veterans of Abraham Lincoln Brigade,Petitioner,Subversive Activities Control Board,Respondent,Veterans of Abraham Lincoln Brigade,per curiam,5.0,3.0,minority,minority,minority,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.75-804,Farmer v. Carpenters,75-804,216280800.0,226562400.0,Farmer,Petitioner,Carpenters,Respondent,Farmer,majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,25442.0,g_dana_hobart,for petitioner,34516.0,leo_geffner,for respondents,,,,,,37058.0,norton_j_come,for N,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.81-1062,"United States v. $8,850 in Currency",81-1062,411717600.0,422514000.0,United States,Petitioner,"$8,850 in Currency",Respondent,United States,majority opinion,8.0,1.0,,,,,majority,majority,,,,majority,majority,majority,majority,minority,majority,,43674.0,victor_sherman,on behalf of the Respondent,15933.0,andrew_l_frey,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.73-1279,Williams & Wilkins Co. v. United States,73-1279,156492000.0,162021600.0,Williams & Wilkins Co.,Petitioner,United States,Respondent,,equally divided,0.0,0.0,,,none,none,none,none,,,,none,none,none,none,,,,16402.0,alan_latman,for petitioner,38778.0,robert_h_bork,for respondent,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.75-1605,Nixon v. Administrator of General Services,75-1605,230364000.0,236322000.0,Richard M. Nixon,Appellant,Administrator of General Services,Appellee,,majority opinion,7.0,2.0,,,,majority,majority,majority,,,,majority,majority,majority,minority,majority,,,27551.0,herbert_j_miller_jr,for appellant,37177.0,nathan_lewin,for appellant,,,,,,39507.0,robert_e_herzstein,for appellees,218095200.0,,,minority,,,,,,,,45410.0,wade_h_mccree_jr,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1968.2279999999998,Willingham v. Morgan,228,-21924000.0,-17780400.0,Willingham,Petitioner,Morgan,Respondent,Willingham,majority opinion,8.0,0.0,majority,majority,majority,majority,majority,majority,majority,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1987.87-65,United States v. Providence Journal Company,87-65,569656800.0,578552400.0,United States,Petitioner,Providence Journal Company,Respondent,,majority opinion,6.0,2.0,,,,,majority,majority,,,,majority,majority,,minority,minority,majority,majority,40211.0,robert_d_parrillo,on behalf of the Petitioner,23503.0,floyd_abrams,on behalf of the Respondent,none,,,,,18203.0,clerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.89-156,Pennsylvania Department of Public Welfare v. Davenport,89-156,635493600.0,643957200.0,Pennsylvania Department of Public Welfare,Petitioner,Davenport,Respondent,,majority opinion,7.0,2.0,,,,,majority,majority,,,,majority,minority,,majority,majority,minority,majority,44189.0,walter_w_cohen,on behalf of the Petitioners,21529.0,david_a_searles,on behalf of the Respondents,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2006.05-998,United States v. Resendiz-Ponce,05-998,1160456400.0,1168322400.0,United States,Petitioner,Juan Resendiz-Ponce,Respondent,United States,majority opinion,8.0,1.0,,,,,,,,,,,,,,majority,,minority,15620.0,atmore_baggot,Attorneys for Respondent,35719.0,michael_r_dreeben,argued the cause for Petitioner,majority,majority,majority,majority,majority,,,,1145250000.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1996.96-651,Gilbert v. Homar,96-651,859183200.0,865832400.0,"Gilbert, President, East Stroudsburg University, et al.",Petitioner,Hamar,Respondent,"Gilbert, President, East Stroudsburg University, et al.",majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,25774.0,gwendolyn_t_mosley,on behalf of the Petitioners,16136.0,ann_hubbard,"on behalf of the United States, as amicus curiae, supporting the Petitioners",majority,majority,majority,majority,majority,30197.0,james_v_fareri,on behalf of the Respondents,,,,,,,,,,,,25857.0,gregory_oduden,"on behalf of the National Treasury Employees Union, as amicus curiae, supporting the Respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1968.2,Frank v. United States,200,-33242400.0,-19594800.0,Frank,Petitioner,United States,Respondent,,majority opinion,5.0,3.0,majority,minority,minority,majority,majority,majority,minority,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2008.07-1239,"Winter v. Natural Resources Defense Council, Inc.",07-1239,1223442000.0,1226469600.0,"Donald C. Winter, Secretary of the Navy",Petitioner,"Natural Resources Defense Council, Inc.",Respondent,"Donald C. Winter, Secretary of the Navy",majority opinion,5.0,4.0,,,,,,,,,,,,,,minority,,majority,25346.0,gregory_g_garre,"Solicitor General, Department of Justice, argued the cause for the petitioners",39665.0,richard_b_kendall,argued the cause for the respondents,majority,minority,majority,minority,minority,,,,1214197200.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
