,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker
0,1965.382,Pate v. Robinson,382,1966-01,1966-03,,Pate,Petitioner,Robinson,Respondent,Pate,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.93-263,Kokkonen v. Guardian Life Insurance Company of America,93-263,1994-03,1994-05,,Kokkonen,Petitioner,Guardian Life Insurance Company of America,Respondent,Kokkonen,majority opinion,9.0,0.0,frank_c_morris_jr,on behalf of the Respondents,michael_j_jencks,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,
0,2009.08-674,"NRG Power Marketing, LLC v. Maine Pub. Util. Comm'n",08-674,2009-11,2010-01,2009-04,NRG Power Marketing LLC et al.,Petitioner,Maine Public Utilities Commission et al.,Respondent,,majority opinion,8.0,1.0,jeffrey_a_lamken,for the petitioners NRG Power Marketing LLC et al.,eric_d_miller,"Assistant to the Solicitor General, Department of Justice, for respondent FERC in support of the petitioners",richard_blumenthal,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,,,,
0,2016.16-348,Midland Funding v. Johnson,16-348,2017-01,2017-05,2016-10,"Midland Funding, LLC",Petitioner,Aleida Johnson,Respondent,"Midland Funding, LLC",majority opinion,5.0,3.0,kannon_k_shanmugam,for the petitioner,daniel_l_geyser,for the respondent,sarah_e_harrington,"Assistant to the Solicitor General, Depart­ment of Justice, for the United States, as amicus curiae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,minority,majority,,,,,,minority,majority,majority,,minority,none,,
0,1971.70-4,Reed v. Reed,70-4,1971-10,1971-11,,Sally Reed,Appellant,Cecil Reed,Appellee,Sally Reed,majority opinion,7.0,0.0,charles_s_stout,Argued the cause for the appellee,allen_r_derr,Argued the cause for the appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1966.89,Walker v. Southern Railway Company,89,1966-11,1966-12,,Walker,Petitioner,Southern Railway Company,Respondent,Walker,per curiam,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1997.96-7171,Spencer v. Kemna,96-7171,1997-11,1998-03,,Spencer,Petitioner,Kemna,Respondent,,majority opinion,8.0,1.0,john_w_simon,Argued the cause for the petitioner,james_r_layton,Argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1955.11_orig,Mississippi v. Louisiana,11 ORIG,1955-10,1955-10,,Mississippi,Petitioner,Louisiana On exception to the Report of the Special Master,Respondent,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,majority,majority,majority,majority,,,,,,,,,
0,1989.88-2123,"Department of Treasury, Internal Revenue Service v. Federal Labor Relations Authority",88-2123,1990-01,1990-04,,"Department of Treasury, Internal Revenue Service",Petitioner,Federal Labor Relations Authority,Respondent,"Department of Treasury, Internal Revenue Service",majority opinion,7.0,2.0,robert_j_englehart,on behalf of the Respondent Federal Labor Relations Authority,david_l_shapiro,on behalf of the Petitioner,gregory_oduden,on behalf of the Respondent National Treasury Employees Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1955.4479999999999,"United States v. McKesson & Robbins, Inc.",448,1956-04,1956-06,,United States,Appellant,"McKesson & Robbins, Inc.",Appellee,United States,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,minority,minority,majority,majority,,,,,,,,,
0,1988.87-1303,"Allegheny Pittsburgh Coal Company v. County Commission of Webster County, West Virginia",87-1303,1988-12,1989-01,,Allegheny Pittsburgh Coal Company,Petitioner,"County Commission of Webster County, West Virginia",Respondent,Allegheny Pittsburgh Coal Company,majority opinion,9.0,0.0,william_ullrich,on behalf of the Respondent,e_barrett_prettyman_jr,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1973.73-477,Gerstein v. Pugh,73-477,1974-03,1975-02,,"Richard E. Gerstein, State Attorney for the Eleventh Judicial Circuit of Florida ",Petitioner,"Robert Pugh, Nathaniel Henderson, Thomas Turner, Gary Faulk on their own behalf and on behalf of other similarly situated",Respondent,Gerstein,majority opinion,9.0,0.0,leonard_mellon,for petitioner,raymond_l_marky,"for the State of Florida, as amicus curiae, by special leave of Court",bruce_s_rogow,for respondents,paul_l_friedman,"for the United States, as amicus curiae, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1978.77-1511,Califano v. Yamasaki,77-1511,1979-03,1979-06,,Califano,Petitioner,Yamasaki,Respondent,Califano,majority opinion,8.0,0.0,peter_buscemi,"for petitioner, pro hac vice, by special leave of Court",stanley_e_levin,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2008.07-689,Bartlett v. Strickland,07-689,2008-10,2009-03,2008-03,"Gary Bartlett, Executive Director of North Carolina State Board of Elections, et al.",Petitioner,Dwight Strickland et al.,Respondent,,plurality opinion,5.0,4.0,christopher_g_browning_jr,"North Carolina Solicitor General, argued the cause for the petitioners",carl_w_thurman_iii,argued the cause for the respondents,daryl_joseffer,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,majority,majority,minority,majority,minority,minority,,,,,,,majority,majority,,,,,
0,1965.396,DeGregory v. Attorney General of New Hampshire,396,1966-02,1966-04,,DeGregory,Appellant,Attorney General of New Hampshire,Appellee,DeGregory,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1973.72-1465,Procunier v. Martinez,72-1465,1973-12,1974-04,,"Raymond K. Procunier, Director, California Department of Corrections, et al.",Appellant,"Robert Martinez, et al.",Appellee,,majority opinion,9.0,0.0,w_eric_collins,for appellants,william_bennett_turner,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,2005.04-9728,Samson v. California,04-9728,2006-02,2006-06,2005-09,Donald Curtis Samson,Petitioner,California,Respondent,,majority opinion,6.0,3.0,jonathan_l_marcus,argued the cause for Respondent,ronald_e_niver,argued the cause for Respondent,robert_a_long_jr,argued the cause for Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,majority,majority,minority,majority,majority,minority,,,,,,,majority,majority,,,,,
0,2004.03-1237,"Merck KGaA v. Integra Lifesciences I, Ltd.",03-1237,2005-04,2005-06,2005-01,Merck KGaA,Petitioner,"Integra Lifesciences I, Ltd., et al.",Respondent,Merck KGaA,majority opinion,9.0,0.0,e_joshua_rosenkranz,argued the cause for Petitioner,daryl_joseffer,argued the cause for Petitioner,mauricio_a_flores,argued the cause for Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1982.81-827,"Jefferson County Pharmaceutical Assn., Inc. v. Abbott Laboratories",81-827,1982-11,1983-02,,"Jefferson County Pharmaceutical Assn., Inc.",Petitioner,Abbott Laboratories,Respondent,"Jefferson County Pharmaceutical Assn., Inc.",majority opinion,5.0,4.0,david_klingsberg,on behalf of Respondent,joe_l_tucker_jr,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,majority,majority,majority,minority,minority,minority,,,,,,,,,,,,,,,majority,,,,
0,1983.82-432,"Local No. 82, Furniture & Piano Moving, Furniture Store Drivers, Helpers, Warehousemen & Packers v. Crowley",82-432,1984-01,1984-06,,"Local No. 82, Furniture & Piano Moving, Furniture Store Drivers, Helpers, Warehousemen & Packers",Petitioner,Crowley,Respondent,"Local No. 82, Furniture & Piano Moving, Furniture Store Drivers, Helpers, Warehousemen & Packers",majority opinion,8.0,1.0,mark_d_stern,on behalf of the Respondents,john_h_garvey,on behalf of the federal respondent in support of petitioners,gary_s_witlen,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1958.457,Ingram v. United States,457,1959-04,1959-06,,Ingram,Petitioner,United States,Respondent,,majority opinion,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,none,minority,majority,minority,,majority,majority,,,,,,,,,,,,,,majority,,,,,,,,,,,,majority
0,1993.92-8579,Elder v. Holloway,92-8579,1994-01,1994-02,,Elder,Petitioner,Holloway et al.,Respondent,Elder,majority opinion,9.0,0.0,michael_e_tankersley,on behalf of the Petitioner,james_davis,on behalf of the Respondent,andrew_j_pincus,for the American Civil Liberties Union as amicus curiae urging reversal,steven_r_shapiro,for the American Civil Liberties Union as amicus curiae urging reversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,
0,2017.17-269,Washington v. United States,17-269,2018-04,2018-06,2018-01,State of Washington,Petitioner,"United States of America, et al.",Respondent,United States,per curiam,8.0,0.0,noah_purcell,for petitioner,william_m_jay,for respondents Squamish Indian Tribe et al.,allon_kedem,for respondent United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,majority,majority,majority,,,,,,majority,majority,majority,,majority,majority,,
0,1977.76-1410,Agosto v. Immigration and Naturalization Service,76-1410,1978-02,1978-06,,Agosto,Petitioner,Immigration and Naturalization Service,Respondent,Agosto,majority opinion,7.0,2.0,robert_s_bixby,for petitioner,marion_l_jetton,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1979.79-66,Aaron v. SEC,79-66,1980-02,1980-06,,Peter E. Aaron,Petitioner,Securities and Exchange Commission,Respondent,Aaron,majority opinion,6.0,3.0,barry_m_fallick,on behalf of the Petitioner,ralph_c_ferrara,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,minority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1988.87-7028,Mistretta v. United States,87-7028,1988-10,1989-01,,John Mistretta,Petitioner,United States,Respondent,,majority opinion,8.0,1.0,paul_m_bator,Argued the cause for the United States Sentencing Commission as amicus curiae urging affirmance,alan_b_morrison,Argued the cause for the petitioner in No. 87-7028 and the respondent in No. 87-1904,charles_fried,Argued the cause for the United States in both cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,,
0,2010.09-846,United States v. Tohono O'odham Nation,09-846,2010-11,2011-04,2010-04,United States,Petitioner,Tohono O'odham Nation,Respondent,United States,majority opinion,7.0,1.0,anthony_a_yang,"Assistant to the Solicitor General, Department of Justice, for the petitioner",danielle_spinelli,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,minority,majority,,,,,,majority,majority,majority,,none,,,
0,1985.85-5189,McLaughlin v. United States,85-5189,1986-03,1986-04,,McLaughlin,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,stephen_j_cribari,Argued the cause for the petitioner,christopher_j_wright,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1969.83,Chambers v. Maroney,830,1970-04,1970-06,,Chambers,Petitioner,Maroney,Respondent,,majority opinion,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,majority,majority,,,,majority,none,,,,,,,,,,,,,,,,,,,majority,,,,
0,2010.10-514,"Stok & Associates, P.A. v. Citibank, N.A.",10-514,,2011-06,2011-02,"Stok & Associates, P.A.",Petitioner,"Citibank, N.A.",Respondent,dismissal,dismissal - rule 46,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,,none,none,none,,,,,,none,none,none,,none,,,
0,1979.78-5937,Ybarra v. Illinois,78-5937,1979-10,1979-11,,Ventura E. Ybarra,Appellant,State of Illinois,Appellee,Ybarra,majority opinion,6.0,3.0,melbourne_a_noel_jr,on behalf of the Appellee,alan_d_goldberg,on behalf of the Appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,minority,,,,
0,2015.14-280,Montgomery v. Louisiana,14-280,2015-10,2016-01,2015-03,Henry Montgomery,Petitioner,Louisiana,Respondent,Montgomery,majority opinion,6.0,3.0,richard_d_bernstein,for the Court-appointed amicus curiae,mark_d_plaisance,for the petitioner,michael_r_dreeben,"Deputy Solicitor General, for the United States as amicus curiae, for the petitioner",s_kyle_duncan,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,minority,majority,majority,,,,,,majority,majority,minority,,majority,,,
0,1968.376,"Dunbar-Stanley Studios, Inc. v. Alabama",376,1969-01,1969-02,,"Dunbar-Stanley Studios, Inc.",Appellant,Alabama,Appellee,,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,2018.17-1471,"Home Depot U.S.A., Inc. v. Jackson",17-1471,2019-01,2019-05,2018-09,"Home Depot U.S.A., Inc.",Petitioner,George W. Jackson,Respondent,Jackson,majority opinion,5.0,4.0,william_p_barnette,for the petitioner,f_paul_bland_jr,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,,,majority,minority,minority,,majority,minority,minority,
0,1968.73,Gardner v. California,73,1968-11,1969-01,,Gardner,Petitioner,California,Respondent,Gardner,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,1981.80-1417,Mills v. Rogers,80-1417,1982-01,1982-06,,Mills,Petitioner,Rogers,Respondent,Mills,majority opinion,9.0,0.0,richard_wayne_cole,on behalf of the Respondents,stephen_schultz,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1978.77-926,Cannon v. University of Chicago,77-926,1979-01,1979-05,,Cannon,Petitioner,University of Chicago,Respondent,Cannon,majority opinion,6.0,3.0,john_m_cannon,for petitioner,stuart_bernstein,for non-federal respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,minority,minority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1975.74-1270,"Train v. Colorado Public Interest Research Group, Inc.",74-1270,1975-12,1976-06,,Train,Petitioner,"Colorado Public Interest Research Group, Inc.",Respondent,Train,majority opinion,8.0,0.0,randolph,,david_c_mastbaum,for respondents,a_raymond_randolph_jr,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,majority,,,,
0,1974.74-450,"Administrator, Federal Aviation Administration v. Robertson",74-450,1975-04,1975-06,,"Administrator, Federal Aviation Administration",Petitioner,Robertson,Respondent,"Administrator, Federal Aviation Administration",majority opinion,7.0,2.0,freidman,,alan_b_morrison,for respondents,daniel_m_friedman,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1998.98-231,"Grupo Mexicano de Desarrollo, S. A. v. Alliance Bond Fund, Inc.",98-231,1999-03,1999-06,,"Grupo Mexicano de Desarrollo, S. A.",Petitioner,"Alliance Bond Fund, Inc.",Respondent,"Grupo Mexicano de Desarrollo, S. A.",majority opinion,5.0,4.0,richard_a_mescon,Argued the cause for the petitioners,drew_s_days_iii,Argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,
0,1986.85-1613,"United States v. John Doe, Inc. I",85-1613,1987-01,1987-04,,United States,Petitioner,"John Doe, Inc. I",Respondent,United States,majority opinion,5.0,3.0,deputy_solicitor_general_louis_r_cohen,on behalf of Petitioner,paul_r_grand,on behalf of Respondents,louis_r_cohen,on behalf of petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,none,,,,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,
0,1966.76,United States v. Demko,76,1966-11,1966-12,,United States,Petitioner,Demko,Respondent,United States,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1995.95-365,Lane v. Peña,95-365,1996-04,1996-06,,Lane,Petitioner,Peña,Respondent,,majority opinion,7.0,2.0,beth_s_brinkmann,Argued the cause for the respondent,walter_a_smith_jr,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,majority,majority,majority,minority,,,,,,,,,,,,,
0,1992.91-1158,Mississippi v. Louisiana,91-1158,1992-11,1992-12,,Mississippi et al.,Petitioner,Louisiana et al.,Respondent,Mississippi et al.,majority opinion,9.0,0.0,gary_l_keyser,on behalf of the Respondents,james_w_mccartney,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,
0,1997.97-174,Cass County v. Leech Lake Band of Chippewa Indians,97-174,1998-02,1998-06,,Cass County,Petitioner,Leech Lake Band of Chippewa Indians,Respondent,Cass County,majority opinion,9.0,0.0,earl_edwin_maus,"Walker, Minnesota, argued the cause for the petitioners",barbara_b_mcdowell,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the respondent",james_m_schoessler,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1966.62,Spevack v. Klein,62,1966-11,1967-01,,Samuel Spevack,Petitioner,Solomon A. Klein,Respondent,Samuel Spevack,plurality opinion,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017.17-5716,Koons v. United States,17-5716,2018-03,2018-06,2017-12,"Timothy D. Koons, Kenneth Jay Putensen, Randy Feauto, Esequiel Gutierrez, and Jose Manuel Gardea",Petitioner,United States of America,Respondent,United States,majority opinion,9.0,0.0,jeffrey_l_fisher,for petitioners,eric_j_feigin,"Assistant to the Solicitor General, US Department of Justice, for respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,majority,,
0,1981.81-395,"United Steelworkers of America, AFL-CIO-CLC v. Sadlowski",81-395,1982-03,1982-06,,"United Steelworkers of America, AFL-CIO-CLC",Petitioner,Sadlowski,Respondent,"United Steelworkers of America, AFL-CIO-CLC",majority opinion,5.0,4.0,joseph_l_rauh_jr,on behalf of the Respondents,michael_h_gottesman,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,,,,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,minority,,,,
0,1982.81-1114,"Illinois v. Abbott & Associates, Inc.",81-1114,1982-11,1983-03,,Illinois,Petitioner,"Abbott & Associates, Inc.",Respondent,,majority opinion,9.0,0.0,michael_b_nash,on behalf of the Respondents,thomas_m_genovese,on behalf of the Petitioner,richard_g_wilkins,on behalf of the United States Department of Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1978.78-425,"P. C. Pfeiffer Company, Inc. v. Ford",78-425,1979-03,1979-11,,"P. C. Pfeiffer Company, Inc.",Petitioner,Ford,Respondent,,majority opinion,9.0,0.0,peter_buscemi,pro hac vice,e_d_vickery,on behalf of the Petitioners,william_c_bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2019.18-587,Department of Homeland Security v. Regents of the University of California,18-587,2019-11,,2019-06,"Department of Homeland Security, et al.",Petitioner,"Regents of the University of California, et al.",Respondent,,,,,noel_j_francisco,"Solicitor General, Department of Justice, for the petitioners",theodore_b_olson,for the private respondents,michael_j_mongan,for the state respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1971.71-32,Flood v. Kuhn,71-32,1972-03,1972-06,1971-10,Curtis C. Flood,Petitioner,"Bowie K. Kuhn, Commissioner of Baseball, et al.",Respondent,,majority opinion,5.0,3.0,paul_a_porter,argued the cause for the respondent Kuhn,louis_f_hoynes_jr,argued the cause for respondents Feeney et al.,arthur_j_goldberg,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,majority,,,,minority,majority,none,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1963.112,Hardy v. United States,112,1963-11,1964-01,,Hardy,Petitioner,United States,Respondent,Hardy,majority opinion,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,majority,,,,,,,,
0,1991.90-711,Presley v. Etowah County Commission,90-711,1991-11,1992-01,,Lawrence C. Presley et al.,Appellant,Etowah County Commission et al.,Appellee,,majority opinion,6.0,3.0,edward_still,on behalf of the Appellants,robert_a_long_jr,on behalf of the United States as amicus curiae urging reversal,paul_m_smith,on behalf of the Appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,,,,minority,,majority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,
0,1957.56,Nelson v. Tennessee,56,1957-12,1957-12,,Nelson,Petitioner,Tennessee,Respondent,Nelson,per curiam,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,majority,,majority,majority,,,,,,,,,,,,,,majority,majority,,,,,,,,,,,majority
0,1997.96-8732,Edwards v. United States,96-8732,1998-02,1998-04,,Edwards,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,steven_shobat,Argued the cause for the petitioners,edward_c_dumont,"Department of Justice, argued the cause for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1982.82-502,"Pallas Shipping Agency, Ltd. v. Duris",82-502,1983-04,1983-05,,"Pallas Shipping Agency, Ltd.",Petitioner,Duris,Respondent,,majority opinion,9.0,0.0,william_d_carle_iii,on behalf of the Petitioner,thomas_w_gallagher,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2007.06-11543,Begay v. United States,06-11543,2008-01,2008-04,2007-09,Larry Begay,Petitioner,United States,Respondent,Larry Begay,majority opinion,6.0,3.0,margaret_a_katze,on behalf of the Petitioner,leondra_r_kruger,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,minority,minority,majority,majority,,,,,,,majority,minority,,,,,
0,1972.71-873,United States v. Falstaff Brewing Corporation,71-873,1972-10,1973-02,,United States,Appellant,Falstaff Brewing Corporation,Appellee,United States,majority opinion,5.0,2.0,matthew_w_goring,for appellees,kauper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,none,majority,,,,majority,majority,none,minority,,,,,,,,,,,,,,,,,majority,,,,
0,1995.94-1837,"Barnett Bank of Marion County, N.A. v. Nelson",94-1837,1996-01,1996-03,,"Barnett Bank of Marion County, N.A.",Petitioner,"Nelson, Florida Insurance Commissioner, et al.",Respondent,"Barnett Bank of Marion County, N.A.",majority opinion,9.0,0.0,richard_p_bress,"on behalf of the United States, as amicus curiae, supporting the Petitioner",ann_mary_kappler,on behalf of the Private Respondents,daniel_y_sumner,on behalf of the State Respondents,nathan_lewin,on behalf of the Petitioner,richard_p_press,"for the United States as amicus curiae, by special leave of the Court",ann_m_kappler,for private respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
